Village Code,Village,District,Regency/City,Province,Household,Total Population,D1_Disabled Male Ratio,D2_Disabled Female Ratio,D3_Non Disabled Male Ratio,D4_Non Disable Female Ratio,A1_Children Ratio,A2_Adolescent Ratio,A3_Young Adults Ratio,A4_Middle Age Ratio,A5_Elderly Ratio,A6_Senior Ratio,D1A1,D1A2,D1A3,D1A4,D1A5,D1A6,D2A1,D2A2,D2A3,D2A4,D2A5,D2A6,D3A1,D3A2,D3A3,D3A4,D3A5,D3A6,D4A1,D4A2,D4A3,D4A4,D4A5,D4A6
51.08.04.2004,Banyuatis,Banjar,Buleleng,Bali,1080,3257,0.008,0.0031,0.4946,0.4943,0.1194,0.1523,0.284,0.2545,0.1068,0.0829,0.001,0.0012,0.0023,0.002,0.0009,0.0007,0.0004,0.0005,0.0009,0.0008,0.0003,0.0003,0.0591,0.0753,0.1405,0.1259,0.0528,0.041,0.059,0.0753,0.1404,0.1258,0.0528,0.041
51.08.06.1019,Banyuning,Buleleng,Buleleng,Bali,5859,18829,0.0035,0.0018,0.501,0.4938,0.146,0.171,0.3047,0.2614,0.077,0.0399,0.0005,0.0006,0.0011,0.0009,0.0003,0.0001,0.0003,0.0003,0.0006,0.0005,0.0001,0.0001,0.0731,0.0856,0.1527,0.131,0.0386,0.02,0.0721,0.0844,0.1505,0.1291,0.038,0.0197
51.08.01.2005,Banyupoh,Gerokgak,Buleleng,Bali,1712,5370,0.005,0.0039,0.495,0.4961,0.1462,0.1862,0.2918,0.2652,0.0711,0.0395,0.0007,0.0009,0.0015,0.0013,0.0004,0.0002,0.0006,0.0007,0.0011,0.001,0.0003,0.0002,0.0724,0.0922,0.1444,0.1313,0.0352,0.0195,0.0725,0.0924,0.1448,0.1316,0.0353,0.0196
51.08.04.2001,Banyuseri,Banjar,Buleleng,Bali,710,2074,0.0096,0.0096,0.4995,0.4812,0.1384,0.1615,0.2999,0.2715,0.0757,0.053,0.0013,0.0016,0.0029,0.0026,0.0007,0.0005,0.0013,0.0016,0.0029,0.0026,0.0007,0.0005,0.0691,0.0807,0.1498,0.1356,0.0378,0.0265,0.0666,0.0777,0.1443,0.1306,0.0364,0.0255
51.02.07.2016,Baru,Marga,Tabanan,Bali,660,2046,0.0034,0.0059,0.4976,0.4932,0.0982,0.1339,0.2605,0.3006,0.1061,0.1007,0.0003,0.0005,0.0009,0.001,0.0004,0.0003,0.0006,0.0008,0.0015,0.0018,0.0006,0.0006,0.0489,0.0666,0.1296,0.1496,0.0528,0.0501,0.0484,0.066,0.1285,0.1482,0.0523,0.0497
51.02.07.2004,Batannyuh,Marga,Tabanan,Bali,802,2572,0.0035,0.0039,0.4891,0.5035,0.1058,0.1299,0.2764,0.306,0.096,0.0859,0.0004,0.0005,0.001,0.0011,0.0003,0.0003,0.0004,0.0005,0.0011,0.0012,0.0004,0.0003,0.0517,0.0635,0.1352,0.1497,0.047,0.042,0.0532,0.0654,0.1392,0.1541,0.0484,0.0433
51.01.05.2004,Batu Agung,Jembrana,Jembrana,Bali,2818,9190,0.004,0.0027,0.4911,0.5022,0.1235,0.1474,0.2661,0.2909,0.1076,0.0645,0.0005,0.0006,0.0011,0.0012,0.0004,0.0003,0.0003,0.0004,0.0007,0.0008,0.0003,0.0002,0.0606,0.0724,0.1307,0.1428,0.0528,0.0317,0.062,0.074,0.1336,0.1461,0.054,0.0324
51.02.04.2013,Batuaji,Kerambitan,Tabanan,Bali,898,2643,0,0.0008,0.4998,0.4994,0.1067,0.1131,0.2686,0.3012,0.1252,0.0851,0,0,0,0,0,0,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0533,0.0565,0.1343,0.1505,0.0626,0.0425,0.0533,0.0565,0.1342,0.1504,0.0625,0.0425
51.04.01.2007,Batuan,Sukawati,Gianyar,Bali,1961,8956,0.0027,0.0027,0.4974,0.4972,0.1158,0.1412,0.2729,0.3104,0.0921,0.0676,0.0003,0.0004,0.0007,0.0008,0.0002,0.0002,0.0003,0.0004,0.0007,0.0008,0.0002,0.0002,0.0576,0.0703,0.1357,0.1544,0.0458,0.0336,0.0576,0.0702,0.1357,0.1543,0.0458,0.0336
51.04.01.2012,Batuan Kaler,Sukawati,Gianyar,Bali,773,3540,0.0181,0.0215,0.4853,0.4751,0.1229,0.1472,0.2831,0.3161,0.0839,0.0469,0.0022,0.0027,0.0051,0.0057,0.0015,0.0008,0.0026,0.0032,0.0061,0.0068,0.0018,0.001,0.0596,0.0714,0.1374,0.1534,0.0407,0.0228,0.0584,0.0699,0.1345,0.1502,0.0399,0.0223
51.04.01.2001,Batubulan,Sukawati,Gianyar,Bali,6052,22465,0.0019,0.0012,0.4971,0.4998,0.1203,0.1423,0.2933,0.315,0.0864,0.0428,0.0002,0.0003,0.0005,0.0006,0.0002,0.0001,0.0001,0.0002,0.0004,0.0004,0.0001,0.0001,0.0598,0.0707,0.1458,0.1566,0.043,0.0213,0.0601,0.0711,0.1466,0.1574,0.0432,0.0214
51.04.01.2009,Batubulan Kangin,Sukawati,Gianyar,Bali,2506,10497,0.0012,0.0021,0.5004,0.4962,0.1194,0.1591,0.2882,0.3252,0.0669,0.0412,0.0001,0.0002,0.0004,0.0004,0.0001,0.0001,0.0003,0.0003,0.0006,0.0007,0.0001,0.0001,0.0597,0.0796,0.1442,0.1628,0.0335,0.0206,0.0592,0.0789,0.143,0.1614,0.0332,0.0205
51.06.04.2022,Batudinding,Kintamani,Bangli,Bali,865,2859,0,0,0.5009,0.4991,0.1459,0.157,0.3148,0.2497,0.0829,0.0497,0,0,0,0,0,0,0,0,0,0,0,0,0.0731,0.0787,0.1577,0.1251,0.0415,0.0249,0.0728,0.0784,0.1571,0.1247,0.0414,0.0248
51.06.04.2035,Batukaang,Kintamani,Bangli,Bali,192,627,0.0048,0.0064,0.5008,0.488,0.1132,0.1356,0.2775,0.2951,0.0989,0.0797,0.0005,0.0006,0.0013,0.0014,0.0005,0.0004,0.0007,0.0009,0.0018,0.0019,0.0006,0.0005,0.0567,0.0679,0.139,0.1478,0.0495,0.0399,0.0553,0.0662,0.1354,0.144,0.0483,0.0389
51.05.01.2004,Batukandik,Nusa Penida,Klungkung,Bali,1727,5855,0.0032,0.0015,0.5126,0.4827,0.1523,0.1436,0.3344,0.222,0.0705,0.077,0.0005,0.0005,0.0011,0.0007,0.0002,0.0002,0.0002,0.0002,0.0005,0.0003,0.0001,0.0001,0.0781,0.0736,0.1714,0.1138,0.0362,0.0395,0.0735,0.0693,0.1614,0.1072,0.034,0.0372
51.05.01.2002,Batumadeg,Nusa Penida,Klungkung,Bali,890,3175,0.0028,0.0019,0.5159,0.4794,0.1578,0.1487,0.3065,0.2542,0.0737,0.0592,0.0004,0.0004,0.0009,0.0007,0.0002,0.0002,0.0003,0.0003,0.0006,0.0005,0.0001,0.0001,0.0814,0.0767,0.1581,0.1311,0.038,0.0305,0.0756,0.0713,0.1469,0.1218,0.0353,0.0284
51.02.10.2003,Batungsel,Pupuan,Tabanan,Bali,1013,3477,0.0089,0.006,0.5068,0.4783,0.0952,0.1297,0.258,0.3241,0.1196,0.0733,0.0008,0.0012,0.0023,0.0029,0.0011,0.0007,0.0006,0.0008,0.0016,0.002,0.0007,0.0004,0.0482,0.0657,0.1307,0.1643,0.0606,0.0372,0.0455,0.062,0.1234,0.155,0.0572,0.0351
51.05.01.2008,Batununggul,Nusa Penida,Klungkung,Bali,1852,5985,0.0028,0.0015,0.4937,0.5019,0.1283,0.1375,0.2954,0.2739,0.0946,0.0703,0.0004,0.0004,0.0008,0.0008,0.0003,0.0002,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0634,0.0679,0.1459,0.1352,0.0467,0.0347,0.0644,0.069,0.1483,0.1375,0.0475,0.0353
51.02.09.2010,Batunya,Baturiti,Tabanan,Bali,1222,3804,0.0005,0.0029,0.4992,0.4974,0.1251,0.1548,0.2697,0.2955,0.0873,0.0676,0.0001,0.0001,0.0001,0.0002,0,0,0.0004,0.0004,0.0008,0.0009,0.0003,0.0002,0.0625,0.0773,0.1346,0.1475,0.0436,0.0337,0.0622,0.077,0.1341,0.147,0.0434,0.0336
51.06.04.2026,Batur Selatan,Kintamani,Bangli,Bali,1968,6666,0.0051,0.0045,0.5053,0.4851,0.1344,0.1731,0.3036,0.2705,0.0707,0.0477,0.0007,0.0009,0.0015,0.0014,0.0004,0.0002,0.0006,0.0008,0.0014,0.0012,0.0003,0.0002,0.0679,0.0875,0.1534,0.1367,0.0357,0.0241,0.0652,0.084,0.1473,0.1312,0.0343,0.0231
51.06.04.2027,Batur Tengah,Kintamani,Bangli,Bali,997,3394,0,0,0.5144,0.4856,0.1358,0.1641,0.3073,0.277,0.0654,0.0504,0,0,0,0,0,0,0,0,0,0,0,0,0.0699,0.0844,0.1581,0.1425,0.0336,0.0259,0.066,0.0797,0.1492,0.1345,0.0318,0.0245
51.06.04.2028,Batur Utara,Kintamani,Bangli,Bali,549,1809,0,0,0.5124,0.4876,0.1354,0.1614,0.3085,0.2714,0.0785,0.0448,0,0,0,0,0,0,0,0,0,0,0,0,0.0694,0.0827,0.1581,0.1391,0.0402,0.0229,0.066,0.0787,0.1504,0.1323,0.0383,0.0218
51.07.08.2008,Baturinggit,Kubu,Karangasem,Bali,1741,5854,0,0,0.5106,0.4894,0.1638,0.1773,0.2984,0.2364,0.0555,0.0685,0,0,0,0,0,0,0,0,0,0,0,0,0.0836,0.0905,0.1524,0.1207,0.0283,0.035,0.0802,0.0868,0.1461,0.1157,0.0272,0.0335
51.02.04.2010,Baturiti,Kerambitan,Tabanan,Bali,1004,3013,0.0063,0.0037,0.4972,0.4929,0.1052,0.1178,0.2443,0.2994,0.1162,0.1172,0.0007,0.0007,0.0015,0.0019,0.0007,0.0007,0.0004,0.0004,0.0009,0.0011,0.0004,0.0004,0.0523,0.0586,0.1214,0.1488,0.0578,0.0582,0.0519,0.0581,0.1204,0.1475,0.0573,0.0577
51.02.09.2006,Baturiti,Baturiti,Tabanan,Bali,2065,6985,0.0027,0.001,0.4985,0.4978,0.1281,0.1383,0.2729,0.2929,0.1008,0.067,0.0003,0.0004,0.0007,0.0008,0.0003,0.0002,0.0001,0.0001,0.0003,0.0003,0.0001,0.0001,0.0639,0.0689,0.136,0.146,0.0502,0.0334,0.0638,0.0688,0.1358,0.1458,0.0502,0.0334
51.06.04.2008,Bayung Cerik,Kintamani,Bangli,Bali,308,1204,0,0,0.5158,0.4842,0.1404,0.1752,0.294,0.2641,0.0764,0.0498,0,0,0,0,0,0,0,0,0,0,0,0,0.0724,0.0904,0.1516,0.1362,0.0394,0.0257,0.068,0.0849,0.1424,0.1279,0.037,0.0241
51.06.04.2016,Bayung Gede,Kintamani,Bangli,Bali,684,2348,0.0004,0.0004,0.5187,0.4804,0.1346,0.1597,0.3313,0.2598,0.0681,0.0464,0.0001,0.0001,0.0001,0.0001,0,0,0.0001,0.0001,0.0001,0.0001,0,0,0.0698,0.0828,0.1719,0.1348,0.0353,0.0241,0.0647,0.0767,0.1592,0.1248,0.0327,0.0223
51.06.02.1003,Bebalang,Bangli,Bangli,Bali,1773,5994,0.0055,0.0047,0.4932,0.4967,0.1198,0.1416,0.2646,0.3005,0.1039,0.0696,0.0007,0.0008,0.0015,0.0017,0.0006,0.0004,0.0006,0.0007,0.0012,0.0014,0.0005,0.0003,0.0591,0.0699,0.1305,0.1482,0.0513,0.0343,0.0595,0.0703,0.1314,0.1492,0.0516,0.0346
51.07.06.2003,Bebandem,Bebandem,Karangasem,Bali,3926,12353,0.0001,0,0.5078,0.4921,0.1392,0.1606,0.2663,0.2726,0.0848,0.0765,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0.0816,0.1352,0.1385,0.0431,0.0388,0.0685,0.079,0.131,0.1342,0.0417,0.0376
51.08.07.2004,Bebetin,Sawan,Buleleng,Bali,2329,7309,0.0041,0.0031,0.4973,0.4954,0.1598,0.1662,0.2963,0.2431,0.0736,0.0609,0.0007,0.0007,0.0012,0.001,0.0003,0.0002,0.0005,0.0005,0.0009,0.0008,0.0002,0.0002,0.0795,0.0827,0.1474,0.1209,0.0366,0.0303,0.0792,0.0824,0.1468,0.1204,0.0365,0.0302
51.04.02.2007,Bedulu,Blahbatuh,Gianyar,Bali,2682,11320,0.0041,0.0026,0.5083,0.4851,0.1263,0.1523,0.2827,0.3002,0.0783,0.0602,0.0005,0.0006,0.0011,0.0012,0.0003,0.0002,0.0003,0.0004,0.0007,0.0008,0.0002,0.0002,0.0642,0.0774,0.1437,0.1526,0.0398,0.0306,0.0613,0.0739,0.1371,0.1456,0.038,0.0292
51.02.06.2003,Belalang,Kediri,Tabanan,Bali,869,2881,0.0059,0.0097,0.4887,0.4957,0.1142,0.1246,0.2648,0.2877,0.1211,0.0875,0.0007,0.0007,0.0016,0.0017,0.0007,0.0005,0.0011,0.0012,0.0026,0.0028,0.0012,0.0009,0.0558,0.0609,0.1294,0.1406,0.0592,0.0427,0.0566,0.0618,0.1313,0.1426,0.06,0.0434
51.06.04.2010,Belancan,Kintamani,Bangli,Bali,553,2243,0,0,0.5025,0.4975,0.1195,0.1409,0.2951,0.2938,0.0838,0.0669,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.0708,0.1483,0.1476,0.0421,0.0336,0.0594,0.0701,0.1468,0.1462,0.0417,0.0333
51.06.04.2048,Belandingan,Kintamani,Bangli,Bali,312,1161,0.0026,0,0.5116,0.4858,0.1869,0.2162,0.2989,0.2248,0.0517,0.0215,0.0005,0.0006,0.0008,0.0006,0.0001,0.0001,0,0,0,0,0,0,0.0956,0.1106,0.1529,0.115,0.0264,0.011,0.0908,0.105,0.1452,0.1092,0.0251,0.0105
51.06.04.2034,Belanga,Kintamani,Bangli,Bali,187,603,0.0066,0.0066,0.5091,0.4776,0.1393,0.1294,0.3383,0.2637,0.0796,0.0498,0.0009,0.0009,0.0022,0.0017,0.0005,0.0003,0.0009,0.0009,0.0022,0.0017,0.0005,0.0003,0.0709,0.0659,0.1722,0.1342,0.0405,0.0253,0.0665,0.0618,0.1616,0.1259,0.038,0.0238
51.06.04.2036,Belantih,Kintamani,Bangli,Bali,852,2740,0.0058,0.0066,0.4989,0.4887,0.1245,0.1325,0.2872,0.3088,0.0847,0.0624,0.0007,0.0008,0.0017,0.0018,0.0005,0.0004,0.0008,0.0009,0.0019,0.002,0.0006,0.0004,0.0621,0.0661,0.1433,0.154,0.0422,0.0311,0.0608,0.0647,0.1404,0.1509,0.0414,0.0305
51.02.10.2011,Belatungan,Pupuan,Tabanan,Bali,847,2623,0.0053,0.0072,0.4998,0.4876,0.093,0.1193,0.2692,0.3115,0.1216,0.0854,0.0005,0.0006,0.0014,0.0017,0.0006,0.0005,0.0007,0.0009,0.0019,0.0023,0.0009,0.0006,0.0465,0.0596,0.1345,0.1557,0.0608,0.0427,0.0454,0.0582,0.1312,0.1519,0.0593,0.0416
51.04.02.2004,Belega,Blahbatuh,Gianyar,Bali,1230,5264,0.0034,0.0015,0.4882,0.5068,0.1146,0.1539,0.281,0.3184,0.0786,0.0536,0.0004,0.0005,0.001,0.0011,0.0003,0.0002,0.0002,0.0002,0.0004,0.0005,0.0001,0.0001,0.0559,0.0751,0.1372,0.1554,0.0384,0.0262,0.0581,0.078,0.1424,0.1614,0.0399,0.0272
51.02.10.2001,Belimbing,Pupuan,Tabanan,Bali,1445,4704,0.0043,0.0021,0.4836,0.51,0.0923,0.1065,0.2528,0.3174,0.1178,0.1133,0.0004,0.0005,0.0011,0.0013,0.0005,0.0005,0.0002,0.0002,0.0005,0.0007,0.0003,0.0002,0.0446,0.0515,0.1222,0.1535,0.057,0.0548,0.0471,0.0543,0.1289,0.1619,0.0601,0.0578
51.01.04.2003,Belimbingsari,Melaya,Jembrana,Bali,292,1038,0.0039,0.0019,0.5,0.4942,0.1002,0.1339,0.2852,0.2717,0.1021,0.1069,0.0004,0.0005,0.0011,0.001,0.0004,0.0004,0.0002,0.0003,0.0005,0.0005,0.0002,0.0002,0.0501,0.067,0.1426,0.1358,0.0511,0.0535,0.0495,0.0662,0.1409,0.1343,0.0505,0.0529
51.03.04.2003,Belok/Sidan,Petang,Badung,Bali,1744,5778,0.0081,0.0074,0.5045,0.4799,0.116,0.1426,0.2883,0.3008,0.0848,0.0675,0.0009,0.0012,0.0023,0.0024,0.0007,0.0005,0.0009,0.0011,0.0021,0.0022,0.0006,0.0005,0.0585,0.0719,0.1455,0.1518,0.0428,0.0341,0.0557,0.0684,0.1384,0.1444,0.0407,0.0324
51.02.04.2004,Belumbang,Kerambitan,Tabanan,Bali,726,2137,0.0019,0.0019,0.4843,0.5119,0.0931,0.1249,0.241,0.2943,0.1259,0.1207,0.0002,0.0002,0.0005,0.0006,0.0002,0.0002,0.0002,0.0002,0.0005,0.0006,0.0002,0.0002,0.0451,0.0605,0.1167,0.1426,0.061,0.0585,0.0477,0.064,0.1234,0.1507,0.0644,0.0618
51.04.03.1008,Beng,Gianyar,Gianyar,Bali,1219,5055,0.0047,0.0032,0.4928,0.4993,0.1252,0.1551,0.2795,0.2961,0.0811,0.0629,0.0006,0.0007,0.0013,0.0014,0.0004,0.0003,0.0004,0.0005,0.0009,0.0009,0.0003,0.0002,0.0617,0.0764,0.1377,0.1459,0.04,0.031,0.0625,0.0774,0.1396,0.1479,0.0405,0.0314
51.08.08.2010,Bengkala,Kubutambahan,Buleleng,Bali,978,2948,0.0129,0.0095,0.4895,0.4881,0.1269,0.1574,0.2883,0.2693,0.0892,0.0689,0.0016,0.002,0.0037,0.0035,0.0011,0.0009,0.0012,0.0015,0.0027,0.0026,0.0008,0.0007,0.0621,0.077,0.1411,0.1318,0.0437,0.0337,0.0619,0.0768,0.1407,0.1315,0.0435,0.0336
51.02.06.2001,Bengkel,Kediri,Tabanan,Bali,802,2423,0.0012,0.0012,0.4953,0.5023,0.0995,0.1197,0.2662,0.3038,0.109,0.1019,0.0001,0.0001,0.0003,0.0004,0.0001,0.0001,0.0001,0.0001,0.0003,0.0004,0.0001,0.0001,0.0493,0.0593,0.1318,0.1504,0.054,0.0505,0.05,0.0601,0.1337,0.1526,0.0547,0.0512
51.08.03.2013,Bengkel,Busungbiu,Buleleng,Bali,1186,3853,0.0042,0.0031,0.5032,0.4895,0.1222,0.1622,0.2837,0.2629,0.0968,0.0722,0.0005,0.0007,0.0012,0.0011,0.0004,0.0003,0.0004,0.0005,0.0009,0.0008,0.0003,0.0002,0.0615,0.0816,0.1428,0.1323,0.0487,0.0363,0.0598,0.0794,0.1389,0.1287,0.0474,0.0353
51.02.03.2011,Bengkel Sari,Selemadeg Barat,Tabanan,Bali,436,1229,0.0098,0.0081,0.4882,0.4939,0.0797,0.1131,0.2408,0.2954,0.1554,0.1155,0.0008,0.0011,0.0024,0.0029,0.0015,0.0011,0.0006,0.0009,0.002,0.0024,0.0013,0.0009,0.0389,0.0552,0.1176,0.1442,0.0759,0.0564,0.0394,0.0559,0.119,0.1459,0.0768,0.0571
51.03.05.1004,Benoa,Kuta Selatan,Badung,Bali,10828,41225,0.0019,0.0013,0.4969,0.4999,0.1315,0.1646,0.3085,0.3107,0.0549,0.0298,0.0002,0.0003,0.0006,0.0006,0.0001,0.0001,0.0002,0.0002,0.0004,0.0004,0.0001,0,0.0653,0.0818,0.1533,0.1544,0.0273,0.0148,0.0657,0.0823,0.1542,0.1553,0.0275,0.0149
51.02.02.2007,Beraban,Selemadeg Timur,Tabanan,Bali,565,1639,0.0055,0.0043,0.4722,0.518,0.0946,0.1257,0.2361,0.3228,0.122,0.0988,0.0005,0.0007,0.0013,0.0018,0.0007,0.0005,0.0004,0.0005,0.001,0.0014,0.0005,0.0004,0.0447,0.0594,0.1115,0.1524,0.0576,0.0467,0.049,0.0651,0.1223,0.1672,0.0632,0.0512
51.02.06.2004,Beraban,Kediri,Tabanan,Bali,2179,6702,0.0052,0.0028,0.4855,0.5064,0.1144,0.1167,0.2572,0.2939,0.1229,0.0947,0.0006,0.0006,0.0013,0.0015,0.0006,0.0005,0.0003,0.0003,0.0007,0.0008,0.0003,0.0003,0.0556,0.0567,0.1249,0.1427,0.0597,0.046,0.058,0.0591,0.1303,0.1489,0.0623,0.048
51.01.01.2005,Berangbang,Negara,Jembrana,Bali,2292,7501,0.0055,0.0031,0.5007,0.4907,0.1484,0.1598,0.2829,0.2726,0.0831,0.0532,0.0008,0.0009,0.0015,0.0015,0.0005,0.0003,0.0005,0.0005,0.0009,0.0008,0.0003,0.0002,0.0743,0.08,0.1417,0.1365,0.0416,0.0266,0.0728,0.0784,0.1388,0.1338,0.0408,0.0261
51.08.06.1012,Beratan,Buleleng,Buleleng,Bali,348,970,0.0103,0.0093,0.4948,0.4856,0.1196,0.1402,0.3247,0.2546,0.0928,0.068,0.0012,0.0014,0.0033,0.0026,0.001,0.0007,0.0011,0.0013,0.003,0.0024,0.0009,0.0006,0.0592,0.0694,0.1607,0.126,0.0459,0.0337,0.0581,0.0681,0.1577,0.1236,0.0451,0.033
51.02.01.2004,Berembeng,Selemadeg,Tabanan,Bali,857,2423,0.0243,0.0454,0.4688,0.4614,0.0953,0.1011,0.2674,0.2943,0.1164,0.1255,0.0023,0.0025,0.0065,0.0072,0.0028,0.0031,0.0043,0.0046,0.0121,0.0134,0.0053,0.0057,0.0447,0.0474,0.1254,0.138,0.0546,0.0588,0.044,0.0467,0.1234,0.1358,0.0537,0.0579
51.02.07.2002,Beringkit Belayu,Marga,Tabanan,Bali,686,2260,0.0075,0.004,0.4898,0.4987,0.1142,0.1341,0.2513,0.3027,0.1058,0.092,0.0009,0.001,0.0019,0.0023,0.0008,0.0007,0.0005,0.0005,0.001,0.0012,0.0004,0.0004,0.0559,0.0657,0.1231,0.1482,0.0518,0.0451,0.0569,0.0669,0.1253,0.1509,0.0527,0.0459
51.07.01.2004,Besakih,Rendang,Karangasem,Bali,2501,8031,0,0,0.5118,0.4882,0.1381,0.1664,0.3155,0.2514,0.0767,0.0519,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0.0851,0.1615,0.1287,0.0393,0.0266,0.0674,0.0812,0.1541,0.1227,0.0374,0.0254
51.05.04.2012,Besan,Dawan,Klungkung,Bali,719,2851,0.0042,0.0049,0.5079,0.483,0.1336,0.1645,0.2694,0.2824,0.0863,0.0638,0.0006,0.0007,0.0011,0.0012,0.0004,0.0003,0.0007,0.0008,0.0013,0.0014,0.0004,0.0003,0.0679,0.0836,0.1368,0.1434,0.0438,0.0324,0.0645,0.0795,0.1301,0.1364,0.0417,0.0308
51.08.02.2008,Bestala,Seririt,Buleleng,Bali,512,1384,0.0108,0.0145,0.4653,0.5094,0.1199,0.1344,0.2659,0.2717,0.1098,0.0983,0.0013,0.0015,0.0029,0.0029,0.0012,0.0011,0.0017,0.0019,0.0038,0.0039,0.0016,0.0014,0.0558,0.0625,0.1237,0.1264,0.0511,0.0457,0.0611,0.0685,0.1354,0.1384,0.0559,0.0501
51.02.08.2005,Biaung,Penebel,Tabanan,Bali,941,2565,0.014,0.0136,0.4998,0.4725,0.1002,0.1072,0.2526,0.2858,0.1255,0.1287,0.0014,0.0015,0.0035,0.004,0.0018,0.0018,0.0014,0.0015,0.0034,0.0039,0.0017,0.0018,0.0501,0.0536,0.1263,0.1428,0.0627,0.0643,0.0473,0.0507,0.1194,0.135,0.0593,0.0608
51.08.08.2009,Bila,Kubutambahan,Buleleng,Bali,978,2890,0.0083,0.0083,0.4938,0.4896,0.1384,0.1512,0.3059,0.2616,0.0834,0.0595,0.0011,0.0013,0.0025,0.0022,0.0007,0.0005,0.0011,0.0013,0.0025,0.0022,0.0007,0.0005,0.0683,0.0747,0.151,0.1292,0.0412,0.0294,0.0678,0.074,0.1498,0.1281,0.0408,0.0291
51.06.04.2002,Binyan,Kintamani,Bangli,Bali,110,361,0.0028,0.0028,0.5263,0.4681,0.1413,0.0997,0.3075,0.277,0.1025,0.072,0.0004,0.0003,0.0009,0.0008,0.0003,0.0002,0.0004,0.0003,0.0009,0.0008,0.0003,0.0002,0.0744,0.0525,0.1618,0.1458,0.0539,0.0379,0.0661,0.0467,0.1439,0.1297,0.048,0.0337
51.04.03.1007,Bitera,Gianyar,Gianyar,Bali,1964,8446,0.004,0.002,0.5019,0.4921,0.1253,0.1409,0.2923,0.2892,0.0905,0.0618,0.0005,0.0006,0.0012,0.0012,0.0004,0.0002,0.0003,0.0003,0.0006,0.0006,0.0002,0.0001,0.0629,0.0707,0.1467,0.1452,0.0454,0.031,0.0616,0.0693,0.1438,0.1423,0.0445,0.0304
51.04.02.2005,Blahbatuh,Blahbatuh,Gianyar,Bali,2455,10528,0.0039,0.0038,0.493,0.4993,0.13,0.1482,0.2867,0.2894,0.0858,0.0599,0.0005,0.0006,0.0011,0.0011,0.0003,0.0002,0.0005,0.0006,0.0011,0.0011,0.0003,0.0002,0.0641,0.073,0.1413,0.1427,0.0423,0.0295,0.0649,0.074,0.1431,0.1445,0.0428,0.0299
51.03.03.2011,Blahkiuh,Abiansemal,Badung,Bali,1657,6336,0.0057,0.0058,0.4913,0.4972,0.1226,0.1544,0.2637,0.2945,0.0939,0.0709,0.0007,0.0009,0.0015,0.0017,0.0005,0.0004,0.0007,0.0009,0.0015,0.0017,0.0005,0.0004,0.0603,0.0758,0.1296,0.1447,0.0461,0.0348,0.061,0.0767,0.1311,0.1464,0.0467,0.0352
51.04.02.2009,Bona,Blahbatuh,Gianyar,Bali,1083,4643,0.0024,0.0006,0.4984,0.4986,0.1148,0.1421,0.2716,0.3086,0.0937,0.0691,0.0003,0.0003,0.0006,0.0007,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0,0.0572,0.0708,0.1354,0.1538,0.0467,0.0345,0.0572,0.0709,0.1354,0.1539,0.0467,0.0345
51.08.09.2005,Bondalem,Tejakula,Buleleng,Bali,4885,15641,0.0026,0.0015,0.5026,0.4933,0.1425,0.1752,0.2972,0.2592,0.0769,0.049,0.0004,0.0005,0.0008,0.0007,0.0002,0.0001,0.0002,0.0003,0.0005,0.0004,0.0001,0.0001,0.0716,0.088,0.1494,0.1303,0.0387,0.0246,0.0703,0.0864,0.1466,0.1278,0.0379,0.0242
51.02.05.2003,Bongan,Tabanan,Tabanan,Bali,2598,8356,0.0036,0.0065,0.4921,0.4978,0.1241,0.1397,0.282,0.2987,0.0937,0.0619,0.0004,0.0005,0.001,0.0011,0.0003,0.0002,0.0008,0.0009,0.0018,0.0019,0.0006,0.0004,0.0611,0.0687,0.1387,0.147,0.0461,0.0304,0.0618,0.0695,0.1404,0.1487,0.0467,0.0308
51.03.03.2009,Bongkasa,Abiansemal,Badung,Bali,1895,6261,0.0073,0.0062,0.4921,0.4943,0.1139,0.1393,0.2742,0.3043,0.0874,0.081,0.0008,0.001,0.002,0.0022,0.0006,0.0006,0.0007,0.0009,0.0017,0.0019,0.0005,0.0005,0.056,0.0685,0.135,0.1497,0.043,0.0398,0.0563,0.0688,0.1356,0.1504,0.0432,0.04
51.03.03.2018,Bongkasa Pertiwi,Abiansemal,Badung,Bali,802,2656,0.0053,0.0019,0.4816,0.5113,0.1261,0.1419,0.2632,0.3012,0.0873,0.0802,0.0007,0.0007,0.0014,0.0016,0.0005,0.0004,0.0002,0.0003,0.0005,0.0006,0.0002,0.0002,0.0607,0.0684,0.1267,0.145,0.0421,0.0386,0.0645,0.0726,0.1346,0.154,0.0447,0.041
51.08.08.2003,Bontihing,Kubutambahan,Buleleng,Bali,1909,5914,0.0098,0.0061,0.4937,0.4904,0.1461,0.1564,0.3035,0.2572,0.0857,0.0511,0.0014,0.0015,0.003,0.0025,0.0008,0.0005,0.0009,0.001,0.0018,0.0016,0.0005,0.0003,0.0721,0.0772,0.1499,0.127,0.0423,0.0252,0.0716,0.0767,0.1488,0.1261,0.042,0.025
